time,temperature,humidity,rain
2022-08-02 00:00:00,20.1,78,0
2022-08-02 00:10:00,19.5,84,
2022-08-02 00:20:00,19,88,
2022-08-02 00:30:00,19,89,1.3
2022-08-02 00:40:00,18.8,90,
2022-08-02 00:50:00,18.8,91,
2022-08-02 01:00:00,18.6,92,1.6
2022-08-02 01:10:00,18.5,92,
2022-08-02 01:20:00,18.3,92,
2022-08-02 01:30:00,18.3,91,1.2
2022-08-02 01:40:00,18.3,90,
2022-08-02 01:50:00,18.4,90,
2022-08-02 02:00:00,18.5,90,0.9
2022-08-02 02:10:00,18.5,91,
2022-08-02 02:20:00,18.5,92,
2022-08-02 02:30:00,18.5,92,0.7
2022-08-02 02:40:00,18.5,93,
2022-08-02 02:50:00,18.5,92,
2022-08-02 03:00:00,18.5,92,0.5
2022-08-02 03:10:00,18.4,92,
2022-08-02 03:20:00,18.3,92,
2022-08-02 03:30:00,18.2,92,1.1
2022-08-02 03:40:00,18.2,92,
2022-08-02 03:50:00,18.2,92,
2022-08-02 04:00:00,18.2,92,0.3
2022-08-02 04:10:00,18.1,92,
2022-08-02 04:20:00,18.1,92,
2022-08-02 04:30:00,18.1,92,0.1
2022-08-02 04:40:00,18.1,93,
2022-08-02 04:50:00,18.1,94,
2022-08-02 05:00:00,18.1,94,0.1
2022-08-02 05:10:00,18.1,95,
2022-08-02 05:20:00,18.1,94,
2022-08-02 05:30:00,18.1,94,0
2022-08-02 05:40:00,18,94,
2022-08-02 05:50:00,17.9,93,
2022-08-02 06:00:00,18,93,0
2022-08-02 06:10:00,18,92,
2022-08-02 06:20:00,18.1,92,
2022-08-02 06:30:00,18.2,91,0
2022-08-02 06:40:00,18.3,89,
2022-08-02 06:50:00,18.4,88,
2022-08-02 07:00:00,18.5,86,0
2022-08-02 07:10:00,18.7,85,
2022-08-02 07:20:00,18.9,85,
2022-08-02 07:30:00,19,84,0
2022-08-02 07:40:00,19.1,83,
2022-08-02 07:50:00,19.1,83,
2022-08-02 08:00:00,19.1,83,0
2022-08-02 08:10:00,19.2,83,
2022-08-02 08:20:00,19.3,83,
2022-08-02 08:30:00,19.4,83,0
2022-08-02 08:40:00,19.4,82,
2022-08-02 08:50:00,19.5,81,
2022-08-02 09:00:00,19.6,80,0
2022-08-02 09:10:00,19.7,81,
2022-08-02 09:20:00,19.8,80,
2022-08-02 09:30:00,19.9,81,0
2022-08-02 09:40:00,20.3,80,
2022-08-02 09:50:00,20.6,77,
2022-08-02 10:00:00,21.1,75,0
2022-08-02 10:10:00,21.7,73,
2022-08-02 10:20:00,22.2,73,
2022-08-02 10:30:00,23,69,0
2022-08-02 10:40:00,23.1,68,
2022-08-02 10:50:00,22.7,69,
2022-08-02 11:00:00,23.6,66,0
2022-08-02 11:10:00,24,61,
2022-08-02 11:20:00,24.2,59,
2022-08-02 11:30:00,24.3,58,0
2022-08-02 11:40:00,24.6,57,
2022-08-02 11:50:00,25.2,56,
2022-08-02 12:00:00,25.7,54,0
2022-08-02 12:10:00,25.7,53,
2022-08-02 12:20:00,26.4,50,
2022-08-02 12:30:00,26.7,50,0
2022-08-02 12:40:00,27.1,51,
2022-08-02 12:50:00,27.4,52,
2022-08-02 13:00:00,27.8,50,0
2022-08-02 13:10:00,28.4,46,
2022-08-02 13:20:00,28.5,46,
2022-08-02 13:30:00,28.2,46,0
2022-08-02 13:40:00,27.8,46,
2022-08-02 13:50:00,28.2,44,
2022-08-02 14:00:00,28.2,44,0
2022-08-02 14:10:00,28,45,
2022-08-02 14:20:00,27.8,46,
2022-08-02 14:30:00,27.6,46,0
2022-08-02 14:40:00,27.5,47,
2022-08-02 14:50:00,27,49,
2022-08-02 15:00:00,26.4,51,0
2022-08-02 15:10:00,26.3,51,
2022-08-02 15:20:00,26.7,50,
2022-08-02 15:30:00,27.7,48,0
2022-08-02 15:40:00,28,46,
2022-08-02 15:50:00,28.4,42,
2022-08-02 16:00:00,28.3,42,0
2022-08-02 16:10:00,28.5,41,
2022-08-02 16:20:00,27.1,50,
2022-08-02 16:30:00,25.6,56,0
2022-08-02 16:40:00,25.3,58,
2022-08-02 16:50:00,25.1,60,
2022-08-02 17:00:00,25.1,60,0
2022-08-02 17:10:00,25.4,60,
2022-08-02 17:20:00,25.6,58,
2022-08-02 17:30:00,25.3,60,0
2022-08-02 17:40:00,25,60,
2022-08-02 17:50:00,25,59,
2022-08-02 18:00:00,25,59,0
2022-08-02 18:10:00,25,60,
2022-08-02 18:20:00,25.1,60,
2022-08-02 18:30:00,25,60,0
2022-08-02 18:40:00,24.8,61,
2022-08-02 18:50:00,24.6,61,
2022-08-02 19:00:00,24.4,61,0
2022-08-02 19:10:00,24.4,60,
2022-08-02 19:20:00,24.3,60,
2022-08-02 19:30:00,24,62,0
2022-08-02 19:40:00,23.7,65,
2022-08-02 19:50:00,23.5,66,
2022-08-02 20:00:00,23.3,67,0
2022-08-02 20:10:00,23.1,69,
2022-08-02 20:20:00,22.9,71,
2022-08-02 20:30:00,22.8,72,0
2022-08-02 20:40:00,22.6,72,
2022-08-02 20:50:00,22.4,73,
2022-08-02 21:00:00,22.3,74,0
2022-08-02 21:10:00,22.2,75,
2022-08-02 21:20:00,22,76,
2022-08-02 21:30:00,21.8,76,0
2022-08-02 21:40:00,21.6,76,
2022-08-02 21:50:00,21.5,76,
2022-08-02 22:00:00,21.4,76,0
2022-08-02 22:10:00,21.3,77,
2022-08-02 22:20:00,21.2,79,
2022-08-02 22:30:00,21,80,0
2022-08-02 22:40:00,20.8,81,
2022-08-02 22:50:00,20.5,82,
2022-08-02 23:00:00,20.4,82,0
2022-08-02 23:10:00,20.1,82,
2022-08-02 23:20:00,19.8,83,
2022-08-02 23:30:00,19.6,84,0
2022-08-02 23:40:00,19.4,85,
2022-08-02 23:50:00,19.3,85,
2022-08-03 00:00:00,19.2,86,0
2022-08-03 00:10:00,19.2,85,
2022-08-03 00:20:00,19.2,85,
2022-08-03 00:30:00,19.1,85,0
2022-08-03 00:40:00,19,85,
2022-08-03 00:50:00,19,85,
2022-08-03 01:00:00,18.9,85,0
2022-08-03 01:10:00,18.7,86,
2022-08-03 01:20:00,18.6,86,
2022-08-03 01:30:00,18.4,87,0
2022-08-03 01:40:00,18.3,87,
2022-08-03 01:50:00,18.3,87,
2022-08-03 02:00:00,18.1,88,0
2022-08-03 02:10:00,18,89,
2022-08-03 02:20:00,18,89,
2022-08-03 02:30:00,17.9,89,0
2022-08-03 02:40:00,17.9,89,
2022-08-03 02:50:00,17.8,90,
2022-08-03 03:00:00,17.8,90,0
2022-08-03 03:10:00,17.6,91,
2022-08-03 03:20:00,17.5,91,
2022-08-03 03:30:00,17.4,91,0
2022-08-03 03:40:00,17.3,92,
2022-08-03 03:50:00,17.1,92,
2022-08-03 04:00:00,17.1,93,0
2022-08-03 04:10:00,17,93,
2022-08-03 04:20:00,16.9,93,
2022-08-03 04:30:00,16.8,93,0
2022-08-03 04:40:00,16.8,93,
2022-08-03 04:50:00,16.9,93,
2022-08-03 05:00:00,16.8,92,0
2022-08-03 05:10:00,16.7,92,
2022-08-03 05:20:00,16.7,92,
2022-08-03 05:30:00,16.7,92,0
2022-08-03 05:40:00,16.8,92,
2022-08-03 05:50:00,17.1,91,
2022-08-03 06:00:00,17.4,90,0
2022-08-03 06:10:00,17.6,89,
2022-08-03 06:20:00,17.8,88,
2022-08-03 06:30:00,18,87,0
2022-08-03 06:40:00,18.4,86,
2022-08-03 06:50:00,18.8,84,
2022-08-03 07:00:00,19.2,81,0
2022-08-03 07:10:00,19.4,80,
2022-08-03 07:20:00,19.6,78,
2022-08-03 07:30:00,19.8,78,0
2022-08-03 07:40:00,20,76,
2022-08-03 07:50:00,20.3,73,
2022-08-03 08:00:00,20.7,71,0
2022-08-03 08:10:00,21,69,
2022-08-03 08:20:00,21.6,66,
2022-08-03 08:30:00,22,65,0
2022-08-03 08:40:00,22.4,64,
2022-08-03 08:50:00,22.8,63,
2022-08-03 09:00:00,23.5,62,0
2022-08-03 09:10:00,23.9,60,
2022-08-03 09:20:00,24.5,59,
2022-08-03 09:30:00,24.6,57,0
2022-08-03 09:40:00,25.2,57,
2022-08-03 09:50:00,25.8,55,
2022-08-03 10:00:00,26.1,54,0
2022-08-03 10:10:00,26.5,53,
2022-08-03 10:20:00,27.2,51,
2022-08-03 10:30:00,27.2,51,0
2022-08-03 10:40:00,27.3,51,
2022-08-03 10:50:00,27.7,50,
2022-08-03 11:00:00,27.9,50,0
2022-08-03 11:10:00,28,50,
2022-08-03 11:20:00,28.2,49,
2022-08-03 11:30:00,28.6,47,0
2022-08-03 11:40:00,29.1,46,
2022-08-03 11:50:00,29.2,44,
2022-08-03 12:00:00,29.2,43,0
2022-08-03 12:10:00,29.4,41,
2022-08-03 12:20:00,29.7,40,
2022-08-03 12:30:00,30.1,39,0
2022-08-03 12:40:00,29.9,39,
2022-08-03 12:50:00,30.1,38,
2022-08-03 13:00:00,30.3,39,0
2022-08-03 13:10:00,30.7,38,
2022-08-03 13:20:00,30.6,38,
2022-08-03 13:30:00,30.3,38,0
2022-08-03 13:40:00,30.4,38,
2022-08-03 13:50:00,30.7,37,
2022-08-03 14:00:00,30.5,37,0
2022-08-03 14:10:00,30.2,37,
2022-08-03 14:20:00,30.8,36,
2022-08-03 14:30:00,31.4,35,0
2022-08-03 14:40:00,31.2,34,
2022-08-03 14:50:00,31.6,32,
2022-08-03 15:00:00,31.8,33,0
2022-08-03 15:10:00,31.6,33,
2022-08-03 15:20:00,31.8,33,
2022-08-03 15:30:00,31.5,33,0
2022-08-03 15:40:00,31.4,33,
2022-08-03 15:50:00,31.4,32,
2022-08-03 16:00:00,31.6,32,0
2022-08-03 16:10:00,31.4,32,
2022-08-03 16:20:00,31.6,31,
2022-08-03 16:30:00,31.5,31,0
2022-08-03 16:40:00,31.6,32,
2022-08-03 16:50:00,31.7,31,
2022-08-03 17:00:00,31.7,31,0
2022-08-03 17:10:00,31.4,31,
2022-08-03 17:20:00,31.3,31,
2022-08-03 17:30:00,31.5,32,0
2022-08-03 17:40:00,31.4,32,
2022-08-03 17:50:00,31.4,33,
2022-08-03 18:00:00,31,33,0
2022-08-03 18:10:00,30.8,34,
2022-08-03 18:20:00,30.5,34,
2022-08-03 18:30:00,30.2,35,0
2022-08-03 18:40:00,29.9,36,
2022-08-03 18:50:00,29.6,37,
2022-08-03 19:00:00,29.2,38,0
2022-08-03 19:10:00,28.8,39,
2022-08-03 19:20:00,28.4,41,
2022-08-03 19:30:00,28,42,0
2022-08-03 19:40:00,27.7,44,
2022-08-03 19:50:00,27.4,45,
2022-08-03 20:00:00,27,46,0
2022-08-03 20:10:00,26.5,48,
2022-08-03 20:20:00,26.2,49,
2022-08-03 20:30:00,25.9,50,0
2022-08-03 20:40:00,25.7,51,
2022-08-03 20:50:00,25.3,52,
2022-08-03 21:00:00,25.1,53,0
2022-08-03 21:10:00,25.1,54,
2022-08-03 21:20:00,24.8,55,
2022-08-03 21:30:00,24.5,56,0
2022-08-03 21:40:00,24.3,57,
2022-08-03 21:50:00,24.1,58,
2022-08-03 22:00:00,24,58,0
2022-08-03 22:10:00,23.9,59,
2022-08-03 22:20:00,23.6,59,
2022-08-03 22:30:00,23.4,60,0
2022-08-03 22:40:00,23.3,60,
2022-08-03 22:50:00,23.2,60,
2022-08-03 23:00:00,23,61,0
2022-08-03 23:10:00,22.8,62,
2022-08-03 23:20:00,22.7,63,
2022-08-03 23:30:00,22.5,64,0
2022-08-03 23:40:00,22.4,63,
2022-08-03 23:50:00,22.2,64,
2022-08-04 00:00:00,22,65,0
2022-08-04 00:10:00,22,65,
2022-08-04 00:20:00,21.8,66,
2022-08-04 00:30:00,21.7,67,0
2022-08-04 00:40:00,21.6,67,
2022-08-04 00:50:00,21.4,69,
2022-08-04 01:00:00,21.1,70,0
2022-08-04 01:10:00,20.9,72,
2022-08-04 01:20:00,20.6,73,
2022-08-04 01:30:00,20.4,74,0
2022-08-04 01:40:00,20.3,75,
2022-08-04 01:50:00,20.2,76,
2022-08-04 02:00:00,20,77,0
2022-08-04 02:10:00,19.8,77,
2022-08-04 02:20:00,19.6,78,
2022-08-04 02:30:00,19.5,79,0
2022-08-04 02:40:00,19.4,79,
2022-08-04 02:50:00,19.2,80,
2022-08-04 03:00:00,19,80,0
2022-08-04 03:10:00,19.1,80,
2022-08-04 03:20:00,19.1,80,
2022-08-04 03:30:00,18.9,81,0
2022-08-04 03:40:00,18.7,82,
2022-08-04 03:50:00,18.6,83,
2022-08-04 04:00:00,18.6,83,0
2022-08-04 04:10:00,18.5,83,
2022-08-04 04:20:00,18.3,84,
2022-08-04 04:30:00,18.2,84,0
2022-08-04 04:40:00,18.1,84,
2022-08-04 04:50:00,18.1,85,
2022-08-04 05:00:00,18,85,0
2022-08-04 05:10:00,18,85,
2022-08-04 05:20:00,18,85,
2022-08-04 05:30:00,18,85,0
2022-08-04 05:40:00,18.1,84,
2022-08-04 05:50:00,18.4,83,
2022-08-04 06:00:00,18.7,82,0
2022-08-04 06:10:00,18.9,81,
2022-08-04 06:20:00,18.9,81,
2022-08-04 06:30:00,19.2,80,0
2022-08-04 06:40:00,19.6,78,
2022-08-04 06:50:00,19.9,77,
2022-08-04 07:00:00,20.5,74,0
2022-08-04 07:10:00,20.7,73,
2022-08-04 07:20:00,20.9,72,
2022-08-04 07:30:00,21.3,71,0
2022-08-04 07:40:00,21.7,70,
2022-08-04 07:50:00,22,68,
2022-08-04 08:00:00,22.1,67,0
2022-08-04 08:10:00,22.8,65,
2022-08-04 08:20:00,23.3,63,
2022-08-04 08:30:00,23.8,61,0
2022-08-04 08:40:00,24.1,59,
2022-08-04 08:50:00,24.5,58,
2022-08-04 09:00:00,25.2,56,0
2022-08-04 09:10:00,25.6,55,
2022-08-04 09:20:00,26.2,53,
2022-08-04 09:30:00,26.6,51,0
2022-08-04 09:40:00,27,48,
2022-08-04 09:50:00,27.2,48,
2022-08-04 10:00:00,28.1,46,0
2022-08-04 10:10:00,28.6,43,
2022-08-04 10:20:00,28.6,43,
2022-08-04 10:30:00,28.9,42,0
2022-08-04 10:40:00,29.5,42,
2022-08-04 10:50:00,30,40,
2022-08-04 11:00:00,30.3,39,0
2022-08-04 11:10:00,30.6,39,
2022-08-04 11:20:00,30.4,39,
2022-08-04 11:30:00,30.5,39,0
2022-08-04 11:40:00,30.7,38,
2022-08-04 11:50:00,31.4,37,
2022-08-04 12:00:00,31.6,35,0
2022-08-04 12:10:00,31.4,35,
2022-08-04 12:20:00,31.7,34,
2022-08-04 12:30:00,32,32,0
2022-08-04 12:40:00,31.9,31,
2022-08-04 12:50:00,32.3,31,
2022-08-04 13:00:00,32.8,30,0
2022-08-04 13:10:00,32.9,29,
2022-08-04 13:20:00,33,28,
2022-08-04 13:30:00,33.1,28,0
2022-08-04 13:40:00,33.1,28,
2022-08-04 13:50:00,33.2,28,
2022-08-04 14:00:00,33.6,28,0
2022-08-04 14:10:00,33.7,28,
2022-08-04 14:20:00,33.9,28,
2022-08-04 14:30:00,33.4,29,0
2022-08-04 14:40:00,33.9,28,
2022-08-04 14:50:00,33.8,28,
2022-08-04 15:00:00,33.8,28,0
2022-08-04 15:10:00,33.8,28,
2022-08-04 15:20:00,34.1,29,
2022-08-04 15:30:00,34.3,28,0
2022-08-04 15:40:00,34,29,
2022-08-04 15:50:00,34.3,28,
2022-08-04 16:00:00,34.1,28,0
2022-08-04 16:10:00,34.1,28,
2022-08-04 16:20:00,34.4,28,
2022-08-04 16:30:00,34.4,28,0
2022-08-04 16:40:00,34,28,
2022-08-04 16:50:00,34.1,29,
2022-08-04 17:00:00,33.8,28,0
2022-08-04 17:10:00,33.6,29,
2022-08-04 17:20:00,33.8,29,
2022-08-04 17:30:00,33.9,29,0
2022-08-04 17:40:00,33.9,30,
2022-08-04 17:50:00,33.4,30,
2022-08-04 18:00:00,33.2,31,0
2022-08-04 18:10:00,32.9,31,
2022-08-04 18:20:00,32.6,31,
2022-08-04 18:30:00,32.4,32,0
2022-08-04 18:40:00,32.1,32,
2022-08-04 18:50:00,31.8,33,
2022-08-04 19:00:00,31.4,34,0
2022-08-04 19:10:00,31.1,34,
2022-08-04 19:20:00,30.8,35,
2022-08-04 19:30:00,30.5,35,0
2022-08-04 19:40:00,30.2,36,
2022-08-04 19:50:00,30.1,36,
2022-08-04 20:00:00,29.7,37,0
2022-08-04 20:10:00,29.3,39,
2022-08-04 20:20:00,29,40,
2022-08-04 20:30:00,28.5,41,0
2022-08-04 20:40:00,28.2,42,
2022-08-04 20:50:00,27.9,43,
2022-08-04 21:00:00,27.5,44,0
2022-08-04 21:10:00,27,46,
2022-08-04 21:20:00,26.6,48,
2022-08-04 21:30:00,26.2,49,0
2022-08-04 21:40:00,25.9,51,
2022-08-04 21:50:00,25.6,52,
2022-08-04 22:00:00,25.5,53,0
2022-08-04 22:10:00,25.1,54,
2022-08-04 22:20:00,25,55,
2022-08-04 22:30:00,24.6,56,0
2022-08-04 22:40:00,24.4,57,
2022-08-04 22:50:00,24.1,58,
2022-08-04 23:00:00,24,59,0
2022-08-04 23:10:00,24.2,58,
2022-08-04 23:20:00,24.2,57,
2022-08-04 23:30:00,23.9,59,0
2022-08-04 23:40:00,23.8,60,
2022-08-04 23:50:00,23.6,62,
2022-08-05 00:00:00,23.5,63,0
2022-08-05 00:10:00,23.3,63,
2022-08-05 00:20:00,23.1,64,
2022-08-05 00:30:00,22.9,64,0
2022-08-05 00:40:00,22.8,64,
2022-08-05 00:50:00,22.6,64,
2022-08-05 01:00:00,22.4,65,0
2022-08-05 01:10:00,22.2,66,
2022-08-05 01:20:00,22,68,
2022-08-05 01:30:00,21.9,69,0
2022-08-05 01:40:00,21.7,69,
2022-08-05 01:50:00,21.5,70,
2022-08-05 02:00:00,21.4,70,0
2022-08-05 02:10:00,21.2,71,
2022-08-05 02:20:00,21.2,70,
2022-08-05 02:30:00,21.3,70,0
2022-08-05 02:40:00,21.1,71,
2022-08-05 02:50:00,21,72,
2022-08-05 03:00:00,20.7,73,0
2022-08-05 03:10:00,20.5,75,
2022-08-05 03:20:00,20.3,75,
2022-08-05 03:30:00,20.3,74,0
2022-08-05 03:40:00,20.2,74,
2022-08-05 03:50:00,20.1,74,
2022-08-05 04:00:00,20.2,73,0
2022-08-05 04:10:00,20,75,
2022-08-05 04:20:00,19.9,76,
2022-08-05 04:30:00,19.7,76,0
2022-08-05 04:40:00,19.6,77,
2022-08-05 04:50:00,19.4,78,
2022-08-05 05:00:00,19.2,78,0
2022-08-05 05:10:00,19.2,78,
2022-08-05 05:20:00,19.1,79,
2022-08-05 05:30:00,19.2,79,0
2022-08-05 05:40:00,19.2,78,
2022-08-05 05:50:00,19.4,78,
2022-08-05 06:00:00,19.7,77,0
2022-08-05 06:10:00,20,75,
2022-08-05 06:20:00,20.4,73,
2022-08-05 06:30:00,20.8,72,0
2022-08-05 06:40:00,20.9,72,
2022-08-05 06:50:00,21.1,71,
2022-08-05 07:00:00,21.4,70,0
2022-08-05 07:10:00,21.8,68,
2022-08-05 07:20:00,21.9,68,
2022-08-05 07:30:00,22.2,66,0
2022-08-05 07:40:00,22.7,64,
2022-08-05 07:50:00,23,63,
2022-08-05 08:00:00,23.2,62,0
2022-08-05 08:10:00,23.7,60,
2022-08-05 08:20:00,24.1,59,
2022-08-05 08:30:00,24.8,57,0
2022-08-05 08:40:00,25.2,56,
2022-08-05 08:50:00,25.8,54,
2022-08-05 09:00:00,26.3,52,0
2022-08-05 09:10:00,26.9,50,
2022-08-05 09:20:00,27.2,49,
2022-08-05 09:30:00,27.6,48,0
2022-08-05 09:40:00,28.1,47,
2022-08-05 09:50:00,29,45,
2022-08-05 10:00:00,29.2,44,0
2022-08-05 10:10:00,29.5,43,
2022-08-05 10:20:00,30.1,42,
2022-08-05 10:30:00,30.7,40,0
2022-08-05 10:40:00,31.2,38,
2022-08-05 10:50:00,31.5,38,
2022-08-05 11:00:00,31.8,37,0
2022-08-05 11:10:00,32.3,36,
2022-08-05 11:20:00,32.9,35,
2022-08-05 11:30:00,33.1,34,0
2022-08-05 11:40:00,33.5,33,
2022-08-05 11:50:00,34,33,
2022-08-05 12:00:00,34.1,31,0
2022-08-05 12:10:00,34.5,30,
2022-08-05 12:20:00,34.6,30,
2022-08-05 12:30:00,34.7,31,0
2022-08-05 12:40:00,35,31,
2022-08-05 12:50:00,35.3,30,
2022-08-05 13:00:00,35.5,29,0
2022-08-05 13:10:00,35.7,29,
2022-08-05 13:20:00,35.9,29,
2022-08-05 13:30:00,36,28,0
2022-08-05 13:40:00,36,27,
2022-08-05 13:50:00,36.1,27,
2022-08-05 14:00:00,36.1,26,0
2022-08-05 14:10:00,36.3,25,
2022-08-05 14:20:00,36.9,25,
2022-08-05 14:30:00,37,26,0
2022-08-05 14:40:00,37,25,
2022-08-05 14:50:00,36.9,26,
2022-08-05 15:00:00,37.1,25,0
2022-08-05 15:10:00,37,24,
2022-08-05 15:20:00,36.8,24,
2022-08-05 15:30:00,36.6,23,0
2022-08-05 15:40:00,36.9,22,
2022-08-05 15:50:00,37,24,
2022-08-05 16:00:00,37.1,25,0
2022-08-05 16:10:00,36.7,26,
2022-08-05 16:20:00,36.7,26,
2022-08-05 16:30:00,37,25,0
2022-08-05 16:40:00,36.2,26,
2022-08-05 16:50:00,36.6,27,
2022-08-05 17:00:00,36.3,28,0
2022-08-05 17:10:00,36.2,28,
2022-08-05 17:20:00,36.2,29,
2022-08-05 17:30:00,35.8,30,0
2022-08-05 17:40:00,35.6,31,
2022-08-05 17:50:00,35.5,31,
2022-08-05 18:00:00,35.4,31,0
2022-08-05 18:10:00,35,32,
2022-08-05 18:20:00,34.4,33,
2022-08-05 18:30:00,34,33,0
2022-08-05 18:40:00,33.7,34,
2022-08-05 18:50:00,33.4,35,
2022-08-05 19:00:00,32.7,36,0
2022-08-05 19:10:00,32.1,37,
2022-08-05 19:20:00,31.7,38,
2022-08-05 19:30:00,31.4,39,0
2022-08-05 19:40:00,31.2,39,
2022-08-05 19:50:00,31,40,
2022-08-05 20:00:00,30.7,41,0
2022-08-05 20:10:00,30.4,42,
2022-08-05 20:20:00,30.2,42,
2022-08-05 20:30:00,30.1,42,0
2022-08-05 20:40:00,30,42,
2022-08-05 20:50:00,29.9,41,
2022-08-05 21:00:00,29.6,40,0
2022-08-05 21:10:00,29.5,40,
2022-08-05 21:20:00,29.3,41,
2022-08-05 21:30:00,29,42,0
2022-08-05 21:40:00,28.6,44,
2022-08-05 21:50:00,28.4,45,
2022-08-05 22:00:00,28.1,46,0
2022-08-05 22:10:00,27.9,47,
2022-08-05 22:20:00,27.6,48,
2022-08-05 22:30:00,27.5,49,0
2022-08-05 22:40:00,27.4,50,
2022-08-05 22:50:00,27.2,50,
2022-08-05 23:00:00,27,52,0
2022-08-05 23:10:00,26.8,52,
2022-08-05 23:20:00,26.7,53,
2022-08-05 23:30:00,26.7,53,0
2022-08-05 23:40:00,26.5,53,
2022-08-05 23:50:00,26.4,53,
2022-08-06 00:00:00,26.4,54,0
2022-08-06 00:10:00,26.2,54,
2022-08-06 00:20:00,26,55,
2022-08-06 00:30:00,25.7,56,0
2022-08-06 00:40:00,25.5,57,
2022-08-06 00:50:00,25.3,58,
2022-08-06 01:00:00,25.1,58,0
2022-08-06 01:10:00,24.8,59,
2022-08-06 01:20:00,24.8,60,
2022-08-06 01:30:00,24.8,61,0
2022-08-06 01:40:00,24.6,60,
2022-08-06 01:50:00,24.4,60,
2022-08-06 02:00:00,24.1,61,0
2022-08-06 02:10:00,23.9,62,
2022-08-06 02:20:00,23.8,62,
2022-08-06 02:30:00,23.6,63,0
2022-08-06 02:40:00,23.5,64,
2022-08-06 02:50:00,23.3,65,
2022-08-06 03:00:00,23.1,66,0
2022-08-06 03:10:00,23,66,
2022-08-06 03:20:00,23,66,
2022-08-06 03:30:00,22.9,67,0
2022-08-06 03:40:00,22.7,68,
2022-08-06 03:50:00,22.5,68,
2022-08-06 04:00:00,22.4,69,0
2022-08-06 04:10:00,22.3,70,
2022-08-06 04:20:00,22.2,70,
2022-08-06 04:30:00,22.1,70,0
2022-08-06 04:40:00,22.1,70,
2022-08-06 04:50:00,22.1,70,
2022-08-06 05:00:00,22,71,0
2022-08-06 05:10:00,21.8,72,
2022-08-06 05:20:00,21.7,72,
2022-08-06 05:30:00,21.7,72,0
2022-08-06 05:40:00,21.8,72,
2022-08-06 05:50:00,21.8,71,
2022-08-06 06:00:00,21.9,70,0
2022-08-06 06:10:00,22.2,68,
2022-08-06 06:20:00,22.7,67,
2022-08-06 06:30:00,23.3,65,0
2022-08-06 06:40:00,23.8,63,
2022-08-06 06:50:00,24.3,61,
2022-08-06 07:00:00,24.2,62,0
2022-08-06 07:10:00,24.6,61,
2022-08-06 07:20:00,24.6,61,
2022-08-06 07:30:00,25.1,59,0
2022-08-06 07:40:00,25.5,58,
2022-08-06 07:50:00,25.8,57,
2022-08-06 08:00:00,26.2,56,0
2022-08-06 08:10:00,26.4,55,
2022-08-06 08:20:00,26.9,55,
2022-08-06 08:30:00,27.3,54,0
2022-08-06 08:40:00,27.7,52,
2022-08-06 08:50:00,28.1,51,
2022-08-06 09:00:00,28.7,49,0
2022-08-06 09:10:00,29.1,48,
2022-08-06 09:20:00,29.6,47,
2022-08-06 09:30:00,29.8,47,0
2022-08-06 09:40:00,30.5,45,
2022-08-06 09:50:00,30.6,44,
2022-08-06 10:00:00,31,43,0
2022-08-06 10:10:00,31.4,42,
2022-08-06 10:20:00,31.8,40,
2022-08-06 10:30:00,32.6,38,0
2022-08-06 10:40:00,32.9,37,
2022-08-06 10:50:00,33,37,
2022-08-06 11:00:00,32.5,37,0
2022-08-06 11:10:00,32,38,
2022-08-06 11:20:00,31.4,39,
2022-08-06 11:30:00,30.7,40,0
2022-08-06 11:40:00,31.1,40,
2022-08-06 11:50:00,31.2,40,
2022-08-06 12:00:00,31.6,40,0
2022-08-06 12:10:00,31.6,39,
2022-08-06 12:20:00,31.3,40,
2022-08-06 12:30:00,31.1,40,0
2022-08-06 12:40:00,29.6,48,
2022-08-06 12:50:00,27.4,62,
2022-08-06 13:00:00,24.4,77,5.3
2022-08-06 13:10:00,22.1,87,
2022-08-06 13:20:00,21.6,90,
2022-08-06 13:30:00,21.9,87,6.6
2022-08-06 13:40:00,22.1,85,
2022-08-06 13:50:00,22.2,88,
2022-08-06 14:00:00,23.6,86,0.1
2022-08-06 14:10:00,24.5,80,
2022-08-06 14:20:00,25.1,76,
2022-08-06 14:30:00,25.7,72,0
2022-08-06 14:40:00,26.3,70,
2022-08-06 14:50:00,26.6,69,
2022-08-06 15:00:00,27.1,67,0
2022-08-06 15:10:00,28.1,62,
2022-08-06 15:20:00,28.4,55,
2022-08-06 15:30:00,28.5,52,0
2022-08-06 15:40:00,28.8,53,
2022-08-06 15:50:00,29,52,
2022-08-06 16:00:00,28.6,55,0
2022-08-06 16:10:00,28.2,55,
2022-08-06 16:20:00,28.1,53,
2022-08-06 16:30:00,28.2,51,0
2022-08-06 16:40:00,28.1,51,
2022-08-06 16:50:00,28.1,50,
2022-08-06 17:00:00,28.1,48,0
2022-08-06 17:10:00,28.1,48,
2022-08-06 17:20:00,28.1,48,
2022-08-06 17:30:00,28,48,0
2022-08-06 17:40:00,27.9,48,
2022-08-06 17:50:00,27.9,47,
2022-08-06 18:00:00,27.8,48,0
2022-08-06 18:10:00,27.6,48,
2022-08-06 18:20:00,27.5,48,
2022-08-06 18:30:00,27.3,48,0
2022-08-06 18:40:00,27.1,50,
2022-08-06 18:50:00,26.9,51,
2022-08-06 19:00:00,26.7,52,0
2022-08-06 19:10:00,26.5,53,
2022-08-06 19:20:00,26.3,54,
2022-08-06 19:30:00,26.1,55,0
